사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
20-Jun,8호선,524,몽촌토성(평화의문),112057 ,120088 ,25086 ,24328 
20-Jun,8호선,525,잠실(송파구청),300944 ,357337 ,53417 ,51230 
20-Jun,8호선,526,석촌,155179 ,184020 ,38796 ,41643 
20-Jun,8호선,527,송파,188222 ,176658 ,45244 ,44223 
20-Jun,8호선,528,가락시장,151222 ,177543 ,49524 ,51240 
20-Jun,8호선,529,문정,468730 ,492002 ,48110 ,47650 
20-Jun,8호선,530,장지,393172 ,378036 ,61273 ,58038 
20-Jun,8호선,531,복정,237687 ,202137 ,36357 ,34073 
20-Jun,8호선,532,산성,119908 ,114577 ,27797 ,30827 
20-Jun,8호선,533,남한산성입구(성남법원.검찰청),300091 ,268301 ,63930 ,61209 
20-Jun,8호선,534,단대오거리,212256 ,199085 ,54418 ,52073 
20-Jun,8호선,535,신흥,86354 ,92946 ,33298 ,34984 
20-Jun,8호선,536,수진,97161 ,85987 ,33590 ,33075 
20-Jun,8호선,537,모란,75270 ,59694 ,43704 ,32526 
20-Jun,9호선,594,개화,52945 ,37896 ,11918 ,9808 
20-Jun,9호선,595,김포공항,184130 ,252057 ,14693 ,16688 
20-Jun,9호선,596,공항시장,54190 ,58654 ,19226 ,20698 
20-Jun,9호선,597,신방화,137633 ,132044 ,34469 ,34662 
20-Jun,9호선,598,마곡나루(서울식물원),239321 ,240728 ,20073 ,19521 
20-Jun,9호선,599,양천향교,193874 ,199481 ,34798 ,34896 
20-Jun,9호선,600,가양,424994 ,410307 ,101969 ,99387 
20-Jun,9호선,601,증미,141946 ,140343 ,33478 ,34101 
20-Jun,9호선,602,등촌,200432 ,196124 ,62786 ,63492 
20-Jun,9호선,603,염창,381958 ,367743 ,54349 ,53795 
20-Jun,9호선,604,신목동,83811 ,74156 ,15524 ,14539 
20-Jun,9호선,605,선유도,170010 ,163988 ,21371 ,20737 
20-Jun,9호선,606,당산,415788 ,413029 ,52897 ,48414 
20-Jun,9호선,607,국회의사당,357841 ,365156 ,40126 ,35199 
20-Jun,9호선,608,여의도,540468 ,527635 ,34136 ,31788 
20-Jun,9호선,609,샛강,113371 ,119919 ,19547 ,19432 
20-Jun,9호선,610,노량진,641576 ,641071 ,75221 ,76210 
20-Jun,9호선,611,노들,91533 ,76303 ,24961 ,23237 
20-Jun,9호선,612,흑석(중앙대입구),154775 ,163848 ,41727 ,42330 
20-Jun,9호선,613,동작(현충원),40531 ,32873 ,13273 ,11686 
20-Jun,9호선,614,구반포,53466 ,57113 ,17743 ,17786 
20-Jun,9호선,615,신반포,59133 ,58930 ,14638 ,14249 
20-Jun,9호선,616,고속터미널,278363 ,370325 ,42412 ,48546 
20-Jun,9호선,617,사평,63298 ,60988 ,13702 ,13721 
20-Jun,9호선,618,신논현,757528 ,778888 ,48268 ,45709 
20-Jun,공항철도 1호선,632,서울역,161764 ,150389 ,25092 ,22998 
20-Jun,공항철도 1호선,633,공덕,48243 ,64372 ,5408 ,6295 
20-Jun,공항철도 1호선,634,홍대입구,205388 ,210838 ,13239 ,12375 
20-Jun,공항철도 1호선,635,디지털미디어시티,300333 ,272867 ,18583 ,17333 
20-Jun,공항철도 1호선,636,마곡나루(서울식물원),176203 ,161574 ,8387 ,8262 
20-Jun,공항철도 1호선,637,김포공항,237112 ,141312 ,16063 ,10989 
20-Jun,공항철도 1호선,638,계양,217926 ,198349 ,20529 ,19358 
20-Jun,공항철도 1호선,639,검암,173912 ,169018 ,14889 ,15055 
20-Jun,공항철도 1호선,640,청라국제도시,150178 ,141860 ,8834 ,8833 
20-Jun,공항철도 1호선,641,운서,140384 ,141096 ,19911 ,19729 
20-Jun,공항철도 1호선,642,공항화물청사,52218 ,57299 ,7919 ,7912 
20-Jun,공항철도 1호선,643,인천공항1터미널,84987 ,83842 ,11763 ,11877 
20-Jun,공항철도 1호선,644,인천공항2터미널,43800 ,40518 ,4899 ,4453 
20-Jun,공항철도 1호선,645,영종,59820 ,60451 ,14431 ,14644 
20-Jun,9호선2~3단계,619,언주,216384 ,217706 ,21476 ,20965 
20-Jun,9호선2~3단계,620,선정릉,211327 ,228690 ,18208 ,19127 
20-Jun,9호선2~3단계,621,삼성중앙,144640 ,150997 ,17640 ,17344 
20-Jun,9호선2~3단계,622,봉은사,371017 ,377970 ,34335 ,32871 
20-Jun,9호선2~3단계,623,종합운동장,94694 ,92129 ,13861 ,12408 
20-Jun,9호선2~3단계,624,삼전,135207 ,132470 ,27089 ,26533 
20-Jun,9호선2~3단계,625,석촌고분,116398 ,114113 ,24520 ,24840 
20-Jun,9호선2~3단계,626,석촌,171712 ,147236 ,24413 ,20640 
20-Jun,9호선2~3단계,627,송파나루,89161 ,96881 ,19638 ,20453 
20-Jun,9호선2~3단계,628,한성백제,48486 ,42921 ,11106 ,10218 
20-Jun,9호선2~3단계,629,올림픽공원(한국체대),122504 ,121852 ,16107 ,16361 
20-Jun,9호선2~3단계,630,둔촌오륜,23456 ,20031 ,4501 ,4575 
20-Jun,9호선2~3단계,631,중앙보훈병원,181072 ,156495 ,63157 ,62460 
20-Jun,우이신설선,689,북한산우이,49112 ,44511 ,29308 ,30374 
20-Jun,우이신설선,690,솔밭공원,37803 ,34695 ,23897 ,25194 
20-Jun,우이신설선,691,4.19민주묘지,44084 ,43335 ,29534 ,26863 
20-Jun,우이신설선,692,가오리,66589 ,62129 ,36744 ,38540 
20-Jun,우이신설선,693,화계,52144 ,45460 ,32063 ,32365 
20-Jun,우이신설선,694,삼양,29190 ,29961 ,22980 ,25581 
20-Jun,우이신설선,695,삼양사거리,33600 ,33467 ,29597 ,30221 
20-Jun,우이신설선,696,솔샘,114997 ,103153 ,30364 ,31401 
20-Jun,우이신설선,697,북한산보국문,118712 ,108985 ,33642 ,34566 
20-Jun,우이신설선,698,정릉,76643 ,69264 ,37361 ,35664 
20-Jun,우이신설선,699,성신여대입구(돈암),56403 ,69095 ,23925 ,23303 
20-Jun,우이신설선,700,보문,26516 ,26745 ,12873 ,13153 
20-Jun,우이신설선,701,신설동,35278 ,37005 ,21022 ,18961 
